Date,Course,Time,RaceCode,RaceType,SubType,Runners,Distance,Going,Class,Saddle,Draw,FormLine,Name,Age,Sex,Headgear,FirstGear,GearOn,CD,Gambled,BeatFav,LastRan,LastWon,RunsSince,HcapCount,Type,RunStyle,OR,Last_OR,HWM,LastWM,Form,Speed,Odds,OddsPos,DecOdds,MinOdds,MaxOdds,AvgOdds,Wins,Runs,HCrsWin,HCrsRun,HCrsStrk,HGngWin,HGngRun,HGngStrk,DistChange,HDisWin,HDisRun,HDisStrk,ClassChange,HClassWin,HClassRun,HClassStrk,HTotPrize,Trainer,TCrseWin,TCrseRun,TCrseStrk,TRTypeWin,TRTypeRun,TRTypeStrk,T14Win,T14Run,T14Strk,T30Win,T30Run,T30Strk,T60Win,T60Run,T60Strk,TJWin,TJRun,TJStrk,Jockey,JCrseWin,JCrseRun,JCrseStrk,JRTypeWin,JRTypeRun,JRTypeStrk,J14Win,J14Run,J14Strk,J30Win,J30Run,J30Strk,J60Win,J60Run,J60Strk,Owner,OCrseWin,OCrseRun,OCrseStrk,ORTypeWin,ORTypeRun,ORTypeStrk,O14Win,O14Run,O14Strk,O30Win,O30Run,O30Strk,O60Win,O60Run,O60Strk,Sire,SCrseWin,SCrseRun,SCrseStrk,SRTypeWin,SRTypeRun,SRTypeStrk,S14Win,S14Run,S14Strk,S30Win,S30Run,S30Strk,S60Win,S60Run,S60Strk,LastPerf,LastPerf_2,Fitness,Ability,Conditions,Vibes,Market,Rank,Travel,Shortlist,Tip,Position,Casualty,Status,RaceComment,WellHcap,FormRate,TForm,JForm
2019-10-01,CORK,5:05,FLT,MAIDEN,FillyMdnFlt,16,12,Yielding,6,5,8,186349,Penny Out (IRE),5,M,t,N,,,,N,21,111,5,0,in form,Unknown,0,0,,0,38,0,13/1,8,13.5,13.5,13.5,13.5,1,11,0,0,0,1,7,14.29,SAME,0,0,0,SAME,0,1,0,119,John E Kiely,1,14,7.14,10,42,23.81,1,3,33.33,3,8,37.5,3,15,20,1,4,25,Andrew Slattery,4,38,10.53,45,506,8.89,3,32,9.38,7,66,10.61,17,129,0,Deise Country Store Limited,0,1,0,0,1,0,0,0,0,0,1,0,0,3,0,Salutino (GER),0,3,0,8,75,10.67,0,0,0,1,3,33.33,2,9,22.22,2,2,1,2,2,2,2,6,,N,N,,,Runner,,empty,negative,N,N
2019-10-01,CORK,5:05,FLT,MAIDEN,FillyMdnFlt,16,12,Yielding,6,6,5,P0908P,Shes Gold (IRE),4,F,,N,,,,N,11,0,999,3,exposed,Unknown,54,49,,0,51,59,100/1,15,140,75,150,131.46,0,16,0,1,0,0,8,0,DOWN,0,4,0,SAME,0,6,0,1570,Thomas Mullins,3,31,9.68,11,137,8.03,2,10,20,3,26,11.54,6,44,13.64,3,5,60,J M Sheridan,0,5,0,10,108,9.26,4,25,16,6,35,17.14,8,54,12.5,Mrs Helen Mullins,1,19,5.26,6,87,6.9,2,9,22.22,2,18,11.11,4,32,12.5,Jeremy (USA),3,27,11.11,112,1017,11.01,1,11,9.09,4,33,12.12,8,76,10.53,3,3,2,3,2,3,3,10,,N,N,,,Runner,,neutral,neutral,N,N
2019-10-01,CORK,5:05,FLT,MAIDEN,FillyMdnFlt,16,12,Yielding,6,7,15,843,Angel Fish (IRE),3,F,p,Y,,,,N,14,0,999,0,unexposed,Unknown,68,0,,0,65,1,8/1,5,9,9,9,9,0,3,0,0,0,0,1,0,SAME,0,1,0,SAME,0,3,0,1602,Joseph Patrick O'Brien,16,109,14.68,146,1179,12.38,6,49,12.24,14,119,11.76,32,288,11.11,41,330,12.42,Shane Crosse,1,19,5.26,44,430,10.23,4,19,21.05,6,37,16.22,7,87,0,John E McEnery,0,0,0,1,13,7.69,0,2,0,0,3,0,0,4,0,Dark Angel (IRE),3,17,17.65,364,3384,10.76,5,80,6.25,18,165,10.91,41,398,10.3,3,1,2,2,2,2,2,8,,N,N,,,Runner,,neutral,neutral,N,N
2019-10-01,CORK,5:05,FLT,MAIDEN,FillyMdnFlt,16,12,Yielding,6,8,2,7-7,Azophi (IRE),3,F,,N,,,,N,54,0,999,0,unexposed,Unknown,0,0,,0,61,3,28/1,9,29,29,29,29,0,2,0,0,0,0,0,0,SAME,0,0,0,SAME,0,2,0,0,John M Oxx,2,28,7.14,21,276,7.61,0,10,0,1,21,4.76,4,55,7.27,5,109,4.59,N G McCullagh,3,47,6.38,38,664,5.72,2,31,6.45,5,56,8.93,8,103,21.27,Godolphin,2,12,16.67,345,1679,20.55,9,46,19.57,24,93,25.81,47,221,21.27,Sea The Stars (IRE),3,12,25,202,1233,16.38,8,36,22.22,17,71,23.94,33,158,20.89,3,3,3,3,2,3,3,9,,N,N,,,Runner,,empty,neutral,N,N
2019-10-01,CORK,5:05,FLT,MAIDEN,FillyMdnFlt,16,12,Yielding,6,9,9,0700-9,Casting Call,3,F,,N,,,,N,24,0,999,2,unexposed,Rear,51,52,,0,32,0,100/1,14,130,130,130,130,0,5,0,0,0,0,2,0,UP,0,0,0,SAME,0,3,0,0,Peter McCreery,0,0,0,0,37,0,0,1,0,0,6,0,0,10,0,0,6,0,Tom Madden,4,26,15.38,31,411,7.54,1,21,4.76,2,43,4.65,2,77,0,Ms Bernadette Leigh,0,2,0,0,5,0,0,0,0,0,1,0,0,3,0,Bated Breath (GB),2,14,14.29,193,1507,12.81,3,43,6.98,12,95,12.63,25,208,12.02,3,3,2,3,2,3,3,10,,N,N,,,Runner,,negative,negative,N,N
2019-10-01,CORK,5:05,FLT,MAIDEN,FillyMdnFlt,16,12,Yielding,6,10,6,,Dragon's Pass (IRE),3,F,,N,,,,N,0,0,999,0,a debutant,Unknown,0,0,,0,0,0,100/1,12,110,100,200,138.75,0,0,0,0,0,0,0,0,SAME,0,0,0,SAME,0,0,0,0,Mrs Denise Foster,0,6,0,2,77,2.6,0,6,0,0,10,0,0,25,0,0,7,0,Robbie Colgan,2,32,6.25,33,523,6.31,1,24,4.17,1,45,2.22,5,129,0,P E I Newell,0,2,0,5,33,15.15,0,2,0,0,5,0,0,9,0,Dragon Pulse (IRE),1,6,16.67,95,920,10.33,1,35,2.86,3,60,5,9,133,6.77,0,0,3,3,2,3,3,10,,N,N,,,Runner,,empty,empty,N,N
2019-10-01,CORK,5:05,FLT,MAIDEN,FillyMdnFlt,16,12,Yielding,6,11,16,0-3,Easy Come Easy Go (IRE),3,F,t,N,,,,N,19,0,999,0,unexposed,Unknown,0,0,,0,74,1,4/1,1,5.2,4.8,4.8,4.8,0,2,0,0,0,0,1,0,UP,0,0,0,SAME,0,1,0,1148,Joseph Patrick O'Brien,16,109,14.68,146,1179,12.38,6,49,12.24,14,119,11.76,32,288,11.11,89,463,19.22,Donnacha O'Brien,9,38,23.68,194,861,22.53,8,39,20.51,13,73,17.81,33,157,0,Ronan O'Gara,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,Lawman (FR),2,18,11.11,140,1642,8.53,2,32,6.25,2,73,2.74,10,168,5.95,2,3,1,2,2,2,2,2,,N,N,,,Runner,,empty,positive,N,N
2019-10-01,CORK,5:05,FLT,MAIDEN,FillyMdnFlt,16,12,Yielding,6,12,1,936535,For Your Eyes (IRE),3,F,,N,,,,N,29,0,999,0,unexposed,Unknown,65,66,,0,68,52,17/2,6,9.4,9.4,9.4,9.4,0,8,0,1,0,0,2,0,UP,0,0,0,SAME,0,8,0,4455,Mrs John Harrington,8,100,8,105,820,12.8,2,43,4.65,4,84,4.76,14,179,7.82,53,407,13.02,Shane Foley,5,82,6.1,124,1110,11.17,4,37,10.81,6,86,6.98,22,187,0,Flaxman Stables Ireland Ltd,0,2,0,6,82,7.32,0,2,0,0,4,0,0,11,0,Iffraaj (GB),0,16,0,204,2102,9.71,1,46,2.17,8,116,6.9,20,232,8.62,2,2,1,2,2,2,2,4,,N,N,,,Runner,,neutral,neutral,N,N
2019-10-01,CORK,5:05,FLT,MAIDEN,FillyMdnFlt,16,12,Yielding,6,13,12,087808,Four Leaf Clover (IRE),3,F,,N,,,,N,14,0,999,2,unexposed,Unknown,80,63,,0,70,96,13/2,3,7.4,7,7.4,7.16,0,8,0,0,0,0,4,0,SAME,0,2,0,DOWN,0,5,0,0,A P O'Brien,15,69,21.74,297,1777,16.71,9,55,16.36,20,128,15.62,39,269,14.5,50,432,11.57,Seamie Heffernan,13,54,24.07,68,794,8.56,0,7,0,1,37,2.7,7,110,0,Mrs John Magnier & Michael Tabor & Derrick Smith,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Galileo (IRE),13,65,20,327,2399,13.63,5,42,11.9,17,109,15.6,41,248,16.53,3,3,2,2,2,2,2,7,,N,N,,,Runner,,neutral,neutral,N,N
2019-10-01,CORK,5:05,FLT,MAIDEN,FillyMdnFlt,16,12,Yielding,6,14,13,3,Harriet Tubman (IRE),3,F,tb,N,,,,N,18,0,999,0,unexposed,Unknown,0,0,,0,71,1,13/2,3,7.4,7.2,7.8,7.29,0,1,0,0,0,0,1,0,SAME,0,1,0,SAME,0,1,0,1148,J S Bolger,4,54,7.41,84,865,9.71,2,24,8.33,3,59,5.08,11,127,8.66,78,726,10.74,Kevin Manning,5,60,8.33,70,844,8.29,1,11,9.09,2,47,4.26,8,113,21.27,Godolphin,2,12,16.67,345,1679,20.55,9,46,19.57,24,93,25.81,47,221,21.27,Dubawi (IRE),1,3,33.33,364,1957,18.6,7,30,23.33,24,86,27.91,40,191,20.94,2,0,1,2,2,2,2,3,,N,N,,,Runner,,empty,positive,N,N
2019-10-01,CORK,5:05,FLT,MAIDEN,FillyMdnFlt,16,12,Yielding,6,15,3,85,Proxy,3,F,h,N,,,,N,71,0,999,0,unexposed,Unknown,0,0,,0,51,0,9/1,7,10,9.8,9.8,9.8,0,2,0,0,0,0,0,0,UP,0,0,0,SAME,0,2,0,236,D K Weld,10,67,14.93,111,722,15.37,5,28,17.86,11,60,18.33,20,124,16.13,19,126,15.08,Oisin Orr,2,40,5,40,523,7.65,3,24,12.5,5,48,10.42,7,97,19.35,K Abdullah,4,5,80,139,565,24.6,5,25,20,13,53,24.53,24,124,19.35,Frankel (GB),1,3,33.33,211,1037,20.35,5,19,26.32,12,55,21.82,23,127,18.11,2,3,1,2,2,2,2,5,,N,N,,,Runner,,empty,neutral,N,N
2019-10-01,CORK,5:05,FLT,MAIDEN,FillyMdnFlt,16,12,Yielding,6,16,10,6,Simple Words (IRE),3,F,p,Y,,,,N,29,0,999,0,unexposed,Unknown,0,0,,0,58,0,50/1,10,60,55,55,55,0,1,0,0,0,0,0,0,UP,0,0,0,SAME,0,1,0,144,Joseph Patrick O'Brien,16,109,14.68,146,1179,12.38,6,49,12.24,14,119,11.76,32,288,11.11,4,62,6.45,Declan McDonogh,7,52,13.46,82,708,11.58,3,27,11.11,5,52,9.62,5,74,25,Mrs Wendy O'Leary,0,0,0,3,18,16.67,0,0,0,0,1,0,1,4,25,Dark Angel (IRE),3,17,17.65,364,3384,10.76,5,80,6.25,18,165,10.91,41,398,10.3,3,0,2,3,2,3,3,10,,N,N,,,Runner,,empty,neutral,N,N
2019-10-01,CORK,5:35,FLT,HANDICAP,HCapFlt,21,12,Yielding,6,1,14,042213,Liars Corner (IRE),4,G,tp,N,,D,,N,14,29,1,10,in form,Unknown,58,58,54,52,61,2,17/2,6,9.6,9.2,10,9.68,2,16,0,1,0,1,7,14.29,SAME,2,4,50,SAME,2,10,20,12679,John C McConnell,1,15,6.67,26,329,7.9,0,22,0,3,53,5.66,5,103,4.85,2,18,11.11,Colin Keane,12,78,15.38,175,1229,14.24,10,46,21.74,16,90,17.78,31,194,14.29,Ms Caroline Ahearn,0,2,0,2,31,6.45,0,3,0,2,7,28.57,2,14,14.29,Zoffany (IRE),7,53,13.21,211,2075,10.17,7,67,10.45,14,136,10.29,30,266,11.28,2,1,1,2,1,2,2,1,,N,Y,,,Runner,,neutral,neutral,C,N
2019-10-01,CORK,5:35,FLT,HANDICAP,HCapFlt,21,12,Yielding,6,2,1,838042,Alice Milligan (IRE),3,F,h,N,,,G,N,24,0,999,5,unexposed,Unknown,63,61,,0,68,34,7/1,4,8.2,8.2,9,8.97,0,8,0,0,0,0,1,0,UP,0,0,0,SAME,0,5,0,3411,W McCreery,4,43,9.3,46,506,9.09,1,18,5.56,2,41,4.88,5,82,6.1,32,314,10.19,W J Lee,9,61,14.75,95,915,10.38,1,12,8.33,5,48,10.42,17,119,0,J V Ledwith,0,0,0,0,8,0,0,0,0,0,1,0,0,3,0,Dylan Thomas (IRE),0,10,0,67,703,9.53,0,8,0,0,23,0,6,63,9.52,1,2,1,2,2,2,2,5,,N,N,,,Runner,,positive,positive,N,N
2019-10-01,CORK,5:35,FLT,HANDICAP,HCapFlt,21,12,Yielding,6,3,19,8-55877,Watchman (IRE),5,G,t,N,,,,N,27,0,999,3,unexposed,Rear,57,60,,0,62,87,15/1,11,16.5,16.5,16.5,16.5,0,6,0,0,0,0,1,0,UP,0,1,0,SAME,0,3,0,0,A Oliver,0,3,0,9,142,6.34,0,8,0,1,15,6.67,3,37,8.11,1,7,14.29,Ronan Whelan,4,67,5.97,67,780,8.59,3,44,6.82,4,73,5.48,10,140,0,Makeyourmindup Partnership,0,0,0,0,4,0,0,1,0,0,2,0,0,3,0,Oasis Dream (GB),2,8,25,203,1903,10.67,4,44,9.09,11,86,12.79,24,197,12.18,2,2,1,2,2,3,2,9,,N,N,,,Runner,,neutral,neutral,N,N
2019-10-01,CORK,5:35,FLT,HANDICAP,HCapFlt,21,12,Yielding,6,4,18,097-027,National Identity (IRE),3,F,tb,N,,,,N,31,0,999,3,unexposed,Midfield,61,62,,0,66,85,13/1,9,14.5,14.5,14.5,14.5,0,6,0,0,0,0,4,0,UP,0,1,0,SAME,0,4,0,1979,J S Bolger,4,54,7.41,84,865,9.71,2,24,8.33,3,59,5.08,11,127,8.66,78,726,10.74,Kevin Manning,5,60,8.33,70,844,8.29,1,11,9.09,2,47,4.26,8,113,0,Mrs J S Bolger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,New Approach (IRE),2,19,10.53,169,1290,13.1,2,23,8.7,6,51,11.76,15,133,11.28,3,2,3,2,2,3,2,13,,N,N,,,Runner,,positive,positive,N,N
2019-10-01,CORK,5:35,FLT,HANDICAP,HCapFlt,21,12,Yielding,6,5,12,5535FP,Bog War (IRE),9,G,,N,,D,,N,21,620,13,21,a sleeper,Unknown,52,53,63,53,55,61,13/1,7,13.5,13.5,13.5,13.5,7,48,0,0,0,3,23,13.04,DOWN,2,10,20,SAME,2,19,10.53,12272,Liam P Cusack,0,2,0,0,12,0,0,0,0,0,2,0,0,7,0,0,7,0,Tom Madden,4,26,15.38,31,411,7.54,1,21,4.76,2,43,4.65,2,77,0,No Nama Drama Syndicate,0,0,0,0,5,0,0,0,0,0,1,0,0,2,0,Rakti (GB),0,1,0,1,57,1.75,0,0,0,0,1,0,0,5,0,3,3,2,2,3,2,2,10,,N,N,,,Runner,,neutral,neutral,N,N
2019-10-01,CORK,5:35,FLT,HANDICAP,HCapFlt,21,12,Yielding,6,6,6,80-09,Taakhy,4,F,ht,N,,,,N,38,0,999,1,unexposed,Unknown,51,53,,0,28,0,50/1,20,50,50,50,50,0,4,0,0,0,0,2,0,UP,0,0,0,SAME,0,4,0,0,John C McConnell,1,15,6.67,26,329,7.9,0,22,0,3,53,5.66,5,103,4.85,4,60,6.67,Ross Coakley,1,27,3.7,20,338,5.92,0,11,0,0,26,0,0,60,3.12,Rockview Racing Club,0,5,0,10,156,6.41,0,7,0,1,16,6.25,1,32,3.12,Dawn Approach (IRE),1,12,8.33,83,808,10.27,1,32,3.12,4,58,6.9,9,112,8.04,3,3,3,3,2,3,3,18,,N,N,,,Runner,,negative,negative,C,N
2019-10-01,CORK,5:35,FLT,HANDICAP,HCapFlt,21,12,Yielding,6,7,16,938744,Bear Claws (IRE),3,C,tb,N,,,,N,46,0,999,4,unexposed,Unknown,56,57,,0,58,40,8/1,5,9.2,9.2,9.2,9.2,0,7,0,0,0,0,3,0,UP,0,1,0,SAME,0,5,0,2692,A Oliver,0,3,0,9,142,6.34,0,8,0,1,15,6.67,3,37,8.11,1,20,5,Chris Hayes,5,67,7.46,102,1082,9.43,4,40,10,10,85,11.76,18,178,0,Miss Madeline Burns,0,0,0,0,8,0,0,2,0,0,2,0,0,5,0,Mukhadram (GB),0,3,0,44,337,13.06,3,18,16.67,6,31,19.35,12,83,14.46,2,2,2,2,2,2,2,8,,N,N,,,Runner,,neutral,neutral,N,N
2019-10-01,CORK,5:35,FLT,HANDICAP,HCapFlt,21,12,Yielding,6,8,8,00-5752,Cavelli (IRE),6,M,,N,,,,N,14,0,999,7,in form,Midfield,50,51,,0,54,0,13/1,7,13.5,13.5,13.5,13.5,0,12,0,0,0,0,3,0,SAME,0,4,0,SAME,0,9,0,4302,Noel Henley,0,0,0,0,5,0,0,1,0,0,1,0,0,1,0,0,0,0,Seamie Heffernan,13,54,24.07,68,794,8.56,0,7,0,1,37,2.7,7,110,0,W P Richards,0,0,0,0,5,0,0,1,0,0,1,0,0,1,0,Dansant (GB),1,7,14.29,13,97,13.4,0,1,0,0,4,0,0,8,0,2,2,1,1,3,2,2,3,,N,N,,,Runner,,neutral,neutral,N,N
2019-10-01,CORK,5:35,FLT,HANDICAP,HCapFlt,21,12,Yielding,6,9,3,07050,Appian Way (FR),3,G,,N,,,,N,74,0,999,2,unexposed,Unknown,55,58,,0,59,0,20/1,14,21,21,21,21,0,5,0,1,0,0,3,0,UP,0,1,0,SAME,0,5,0,144,Charles O'Brien,0,14,0,7,126,5.56,1,7,14.29,1,10,10,1,24,4.17,5,70,7.14,Declan McDonogh,7,52,13.46,82,708,11.58,3,27,11.11,5,52,9.62,5,74,0,Painestown Syndicate,0,11,0,1,52,1.92,0,4,0,0,6,0,0,15,0,Sea The Stars (IRE),3,12,25,202,1233,16.38,8,36,22.22,17,71,23.94,33,158,20.89,3,2,3,3,2,3,3,16,,N,N,,,Runner,,positive,neutral,N,N
2019-10-01,CORK,5:35,FLT,HANDICAP,HCapFlt,21,12,Yielding,6,10,20,000-700,High Glory (FR),3,G,,N,,,,N,46,0,999,3,unexposed,Rear,52,55,,0,51,64,24/1,16,25,25,25,25,0,6,0,0,0,0,4,0,UP,0,1,0,SAME,0,4,0,0,J F Levins,2,11,18.18,10,123,8.13,0,3,0,0,8,0,0,19,0,0,10,0,Wayne Lordan,2,55,3.64,47,813,5.78,1,26,3.85,3,55,5.45,4,125,0,D M Kiernan,0,1,0,0,14,0,0,1,0,0,1,0,0,2,0,Olympic Glory (IRE),0,0,0,22,239,9.21,0,4,0,2,14,14.29,3,29,10.34,2,3,2,3,2,3,3,14,,N,N,,,Runner,,positive,neutral,C,N
2019-10-01,CORK,5:35,FLT,HANDICAP,HCapFlt,21,12,Yielding,6,11,17,035040,Lady Savanah (IRE),5,M,v,N,,,,N,27,0,999,9,exposed,Unknown,46,48,,0,49,0,17/1,12,17.5,17.5,17.5,17.5,0,12,0,0,0,0,5,0,UP,0,0,0,SAME,0,11,0,2403,T G McCourt,0,18,0,11,205,5.37,0,12,0,0,29,0,4,58,6.9,0,7,0,Ben Coen,2,32,6.25,41,569,7.21,3,32,9.38,6,64,9.38,10,105,25,Oliver Curtis,0,0,0,1,16,6.25,0,1,0,0,2,0,1,4,25,Vale Of York (IRE),0,13,0,29,434,6.68,1,7,14.29,1,18,5.56,4,40,10,3,2,2,2,3,3,2,12,,N,N,,,Runner,,positive,neutral,C,N
2019-10-01,CORK,5:35,FLT,HANDICAP,HCapFlt,21,12,Yielding,6,12,2,000584,Sunnyhill Lad (IRE),4,G,,N,,,,N,17,528,12,8,in form,Unknown,46,51,55,55,55,1,13/1,9,14.5,14.5,14.5,14.5,1,17,0,2,0,0,8,0,DOWN,0,2,0,SAME,1,10,10,8959,Denis Gerard Hogan,9,90,10,35,443,7.9,5,35,14.29,8,69,11.59,16,164,9.76,13,172,7.56,Killian Leonard,5,51,9.8,39,634,6.15,0,22,0,0,43,0,3,95,0,Sunnyhill Racing Syndicate,0,2,0,1,12,8.33,0,0,0,0,2,0,0,3,0,Casamento (IRE),1,29,3.45,139,1308,10.63,3,35,8.57,7,64,10.94,11,135,8.15,2,2,1,2,3,2,2,6,,N,N,,,Runner,,positive,neutral,N,N
2019-10-01,CORK,5:35,FLT,HANDICAP,HCapFlt,21,12,Yielding,6,13,11,090-062,Harvey Specter (IRE),6,G,,N,,,,N,5,735,12,22,in form,Unknown,45,45,59,59,48,0,7/1,2,7.8,7.8,7.8,7.8,2,26,0,2,0,1,14,7.14,UP,0,2,0,SAME,2,22,9.09,16672,R Donohoe,0,10,0,0,29,0,0,2,0,0,3,0,1,9,11.11,0,4,0,Shane Foley,5,82,6.1,124,1110,11.17,4,37,10.81,6,86,6.98,22,187,0,P Sweeney,0,2,0,0,13,0,0,1,0,0,1,0,0,2,0,Vale Of York (IRE),0,13,0,29,434,6.68,1,7,14.29,1,18,5.56,4,40,10,2,2,1,1,3,2,2,2,,N,N,,,Runner,,positive,neutral,N,N
2019-10-01,CORK,5:35,FLT,HANDICAP,HCapFlt,21,12,Yielding,6,14,21,650-076,You'llfindandsee (IRE),4,F,tb,N,,,,N,51,0,999,4,unexposed,Midfield,45,45,,0,44,0,50/1,20,50,50,50,50,0,10,0,2,0,0,4,0,SAME,0,1,0,SAME,0,7,0,861,Ian O'Connor,0,6,0,1,15,6.67,1,2,50,1,8,12.5,1,15,6.67,0,7,0,Gearoid Brouder,0,7,0,1,82,1.22,0,2,0,0,6,0,0,6,0,F Harty,0,2,0,0,7,0,0,0,0,0,0,0,0,2,0,Famous Name (GB),2,19,10.53,34,386,8.81,1,8,12.5,2,19,10.53,3,42,7.14,3,3,3,3,2,3,3,18,,N,N,,,Runner,,positive,negative,N,N
2019-10-01,CORK,5:35,FLT,HANDICAP,HCapFlt,21,12,Yielding,6,15,7,077-044,Early Strike (FR),3,G,p,N,Y,,G,N,16,0,999,6,unexposed,Midfield,45,46,,0,44,69,7/1,3,8,8,8.4,8.35,0,10,0,0,0,0,1,0,UP,0,1,0,SAME,0,5,0,769,Gavin Cromwell,4,39,10.26,19,315,6.03,2,31,6.45,11,70,15.71,19,150,12.67,1,8,12.5,Andrew Slattery,4,38,10.53,45,506,8.89,3,32,9.38,7,66,10.61,17,129,0,Borderless Syndicate,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,Dawn Approach (IRE),1,12,8.33,83,808,10.27,1,32,3.12,4,58,6.9,9,112,8.04,2,2,1,2,2,2,2,4,,N,N,,,Runner,,neutral,negative,N,N
2019-10-01,CORK,5:35,FLT,HANDICAP,HCapFlt,21,12,Yielding,6,16,15,00-004,Gin Bramble (IRE),3,F,v,N,,,,N,31,0,999,2,unexposed,Midfield,45,48,,0,45,1,17/1,12,17.5,17.5,17.5,17.5,0,5,0,0,0,0,3,0,SAME,0,0,0,SAME,0,3,0,369,A Oliver,0,3,0,9,142,6.34,0,8,0,1,15,6.67,3,37,8.11,0,2,0,Rory Cleary,0,39,0,26,655,3.97,1,31,3.23,1,59,1.69,4,121,0,Mrs S M L Oliver,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,Fast Company (IRE),1,25,4,119,1406,8.46,3,30,10,5,61,8.2,13,148,8.78,2,3,2,2,2,3,2,11,,N,N,,,Runner,,positive,negative,N,N
2019-10-01,CORK,5:35,FLT,HANDICAP,HCapFlt,21,12,Yielding,6,17,10,496900,Ifyouhaveaminute (IRE),3,F,,N,,,,N,34,0,999,7,unexposed,Unknown,45,45,,0,30,62,33/1,19,38,38,38,38,0,10,0,1,0,0,1,0,UP,0,0,0,SAME,0,3,0,0,James M Barcoe,1,6,16.67,0,26,0,0,0,0,0,2,0,0,5,0,0,8,0,Mark Gallagher,0,14,0,5,230,2.17,0,7,0,0,15,0,0,51,0,Three Zero One Syndicate,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,Casamento (IRE),1,29,3.45,139,1308,10.63,3,35,8.57,7,64,10.94,11,135,8.15,3,3,3,3,2,3,3,18,,N,N,,,Runner,,negative,negative,N,N
2019-10-01,CORK,5:35,FLT,HANDICAP,HCapFlt,21,12,Yielding,6,18,5,00890-0,The Next Abbey (IRE),3,F,h,N,,,,N,24,0,999,4,unexposed,Prominent,45,52,,0,66,3,13/2,1,7.4,7.4,7.4,7.4,0,7,0,0,0,0,0,0,DOWN,0,0,0,SAME,0,3,0,0,Padraig Roche,0,7,0,1,42,2.38,0,5,0,2,17,11.76,5,25,20,0,4,0,Leigh Roche,1,33,3.03,44,672,6.55,1,30,3.33,2,47,4.26,3,100,0,Padraig Roche,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,Born To Sea (IRE),0,26,0,79,1092,7.23,2,34,5.88,4,70,5.71,14,153,9.15,3,3,2,2,2,2,2,7,,N,N,,,Runner,,positive,positive,N,N
2019-10-01,CORK,5:35,FLT,HANDICAP,HCapFlt,21,12,Yielding,6,19,9,00-706,Big Bad Loans (IRE),4,G,,N,,,,N,38,0,999,1,unexposed,Midfield,45,51,,0,41,53,33/1,18,34,34,34,34,0,5,0,1,0,0,5,0,DOWN,0,1,0,SAME,0,5,0,114,Eamonn O'Connell,0,10,0,2,44,4.55,0,1,0,0,2,0,0,9,0,0,4,0,Alan Persse,0,18,0,8,233,3.43,0,12,0,1,24,4.17,2,51,0,Katie Dalys Bar Syndicate,0,1,0,0,5,0,0,0,0,0,0,0,0,1,0,Big Bad Bob (IRE),2,25,8,104,1212,8.58,1,19,5.26,2,41,4.88,6,94,6.38,3,3,3,3,2,3,3,18,,N,N,,,Runner,,neutral,negative,N,N
2019-10-01,CORK,5:35,FLT,HANDICAP,HCapFlt,21,12,Yielding,6,20,4,448506,Phebes Dream (IRE),6,M,,N,,D,,N,80,337,6,17,a sleeper,Unknown,45,46,45,45,48,50,20/1,14,21,21,21,21,1,20,0,0,0,1,6,16.67,UP,1,6,16.67,SAME,1,13,7.69,8581,John C McConnell,1,15,6.67,26,329,7.9,0,22,0,3,53,5.66,5,103,4.85,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.53,Derek Kierans,0,2,0,6,55,10.91,0,2,0,0,8,0,2,19,10.53,Roderic O'Connor (IRE),2,11,18.18,65,717,9.07,1,17,5.88,2,43,4.65,8,90,8.89,2,3,3,3,1,3,3,15,,N,N,,,Runner,,positive,neutral,C,N
2019-10-01,CORK,5:35,FLT,HANDICAP,HCapFlt,21,12,Yielding,6,21,13,900909,English Pale (IRE),6,G,,N,,,,N,127,1197,21,6,in form,Unknown,49,59,,0,67,0,24/1,16,25,25,25,25,1,26,0,2,0,1,12,8.33,DOWN,0,4,0,DOWN,1,6,16.67,6671,S J Mahon,1,19,5.26,0,16,0,0,7,0,0,15,0,2,36,5.56,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Basil Holian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Elusive Pimpernel (USA),0,23,0,33,479,6.89,0,5,0,1,17,5.88,5,42,11.9,3,3,3,3,3,3,3,17,,N,N,,,Runner,,positive,positive,N,N
