Date,Course,Time,RaceCode,RaceType,SubType,Runners,Distance,Going,Class,Saddle,Draw,FormLine,Name,Age,Sex,Headgear,FirstGear,GearOn,CD,Gambled,BeatFav,LastRan,LastWon,RunsSince,HcapCount,Type,RunStyle,OR,Last_OR,HWM,LastWM,Form,Speed,Odds,OddsPos,DecOdds,MinOdds,MaxOdds,AvgOdds,Wins,Runs,HCrsWin,HCrsRun,HCrsStrk,HGngWin,HGngRun,HGngStrk,DistChange,HDisWin,HDisRun,HDisStrk,ClassChange,HClassWin,HClassRun,HClassStrk,HTotPrize,Trainer,TCrseWin,TCrseRun,TCrseStrk,TRTypeWin,TRTypeRun,TRTypeStrk,T14Win,T14Run,T14Strk,T30Win,T30Run,T30Strk,T60Win,T60Run,T60Strk,TJWin,TJRun,TJStrk,Jockey,JCrseWin,JCrseRun,JCrseStrk,JRTypeWin,JRTypeRun,JRTypeStrk,J14Win,J14Run,J14Strk,J30Win,J30Run,J30Strk,J60Win,J60Run,J60Strk,Owner,OCrseWin,OCrseRun,OCrseStrk,ORTypeWin,ORTypeRun,ORTypeStrk,O14Win,O14Run,O14Strk,O30Win,O30Run,O30Strk,O60Win,O60Run,O60Strk,Sire,SCrseWin,SCrseRun,SCrseStrk,SRTypeWin,SRTypeRun,SRTypeStrk,S14Win,S14Run,S14Strk,S30Win,S30Run,S30Strk,S60Win,S60Run,S60Strk,LastPerf,LastPerf_2,Fitness,Ability,Conditions,Vibes,Market,Rank,Travel,Shortlist,Tip,Position,Casualty,Status,RaceComment,WellHcap,FormRate,TForm,JForm
2019-10-01,AYR,2:20,FLT,HANDICAP,HCapFlt,8,6,Soft,5,7,3,121349,Tai Sing Yeh (IRE),5,G,t,N,,CD,,N,24,71,3,23,a sleeper,Unknown,65,66,61,61,69,98,9/2,1,5.4,5,5.4,5.06,3,26,2,2,100,1,4,25,UP,2,8,25,UP,0,4,0,14141,J F Levins,4,13,30.77,10,123,8.13,0,3,0,0,8,0,0,19,0,1,2,50,Sean Davis,3,19,15.79,53,761,6.96,4,44,9.09,7,94,7.45,17,181,0,Hugh P Ward,2,3,66.67,2,10,20,0,1,0,0,2,0,0,4,0,Exceed And Excel (AUS),6,34,17.65,294,2758,10.66,4,62,6.45,13,145,8.97,28,257,10.89,2,2,1,2,2,2,2,3,,N,N,,,Runner,,positive,negative,C,N
2019-10-01,AYR,2:20,FLT,HANDICAP,HCapFlt,8,6,Soft,5,8,4,159-40-1,Eleuthera,7,G,t,N,,CD,,N,71,71,0,20,in form,Midfield,61,56,73,56,63,94,6/1,4,7,7,7,7,5,23,1,2,50,3,8,37.5,DOWN,1,5,20,UP,0,2,0,14069,J F Levins,4,13,30.77,10,123,8.13,0,3,0,0,8,0,0,19,0,2,23,8.7,Sean Kirrane,0,2,0,13,106,12.26,1,13,7.69,1,23,4.35,6,49,0,J M O'Riordan,1,1,100,1,1,100,0,1,0,0,2,0,0,3,0,Bahamian Bounty (GB),2,18,11.11,67,797,8.41,2,9,22.22,2,19,10.53,2,48,4.17,1,3,1,3,2,3,2,7,,N,N,,,Runner,,neutral,negative,C,N
2019-10-01,AYR,2:50,FLT,MAIDEN,MdnFlt,10,8,Soft,6,1,10,,Batalha,2,C,,N,,,,N,0,0,999,0,a debutant,Unknown,0,0,,0,0,0,9/1,5,10,9.6,10,9.62,0,0,0,0,0,0,0,0,SAME,0,0,0,SAME,0,0,0,0,Mark Johnston,9,66,13.64,359,2071,17.33,16,74,21.62,25,152,16.45,55,345,15.94,132,742,17.79,Joe Fanning,14,100,14,161,1056,15.25,7,51,13.73,9,88,10.23,27,181,0,"N Browne,I Boyce, S Frosell & S Richards",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Henrythenavigator (USA),0,5,0,48,637,7.54,1,9,11.11,2,17,11.76,2,30,6.67,0,0,3,3,2,3,2,6,,N,N,,,Runner,,empty,empty,H,N
2019-10-01,AYR,2:50,FLT,MAIDEN,MdnFlt,10,8,Soft,6,2,2,005920,Clay Regazzoni,2,G,h,Y,,,,N,10,0,999,3,unexposed,Unknown,76,77,,0,80,99,4/1,2,5.2,5.2,5.5,5.3,0,8,0,3,0,0,4,0,SAME,0,2,0,DOWN,0,0,0,4293,Keith Dalgleish,22,265,8.3,119,1145,10.39,8,76,10.53,13,115,11.3,35,239,14.64,24,95,25.26,Callum Rodriguez,10,77,12.99,46,401,11.47,2,36,5.56,4,48,8.33,4,48,0,Middleham Park Racing XXXVIII & Partner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Due Diligence (USA),0,3,0,24,125,19.2,3,14,21.43,4,32,12.5,12,59,20.34,3,1,2,2,2,2,2,4,,N,N,,,Runner,,neutral,positive,N,N
2019-10-01,AYR,2:50,FLT,MAIDEN,MdnFlt,10,8,Soft,6,3,5,53,First Impression (IRE),2,C,,N,,,,N,11,0,999,0,unexposed,Unknown,0,0,,0,60,85,11/1,6,12.5,12,12,12,0,2,0,0,0,0,0,0,UP,0,1,0,DOWN,0,0,0,0,John Quinn,3,40,7.5,68,588,11.56,2,28,7.14,6,50,12,9,104,8.65,58,455,12.75,Jason Hart,8,73,10.96,105,883,11.89,2,40,5,12,82,14.63,19,159,0,"Blackburn, Fox, McWilliams, & Pendelbury",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Make Believe (GB),3,4,75,12,85,14.12,3,14,21.43,3,21,14.29,4,43,9.3,1,2,1,3,2,3,2,5,,N,N,,,Runner,,empty,neutral,N,N
2019-10-01,AYR,2:50,FLT,MAIDEN,MdnFlt,10,8,Soft,6,4,3,24,Manzo Duro (IRE),2,C,,N,,,,N,24,0,999,0,unexposed,Unknown,0,0,,0,72,93,10/3,1,4.1,4.1,4.2,4.12,0,2,0,0,0,0,1,0,UP,0,1,0,DOWN,0,0,0,1814,David O'Meara,14,75,18.67,195,1507,12.94,8,54,14.81,14,101,13.86,32,240,13.33,101,659,15.33,Daniel Tudhope,15,88,17.05,237,1289,18.39,13,59,22.03,17,102,16.67,38,230,0,The Pink Pot Partnership & Partner,0,0,0,0,2,0,0,0,0,0,1,0,0,2,0,Slade Power (IRE),1,4,25,58,618,9.39,3,32,9.38,6,60,10,14,125,11.2,1,1,1,2,2,2,2,1,,N,Y,,,Runner,,empty,neutral,N,H
2019-10-01,AYR,2:50,FLT,MAIDEN,MdnFlt,10,8,Soft,6,5,6,0,On The Rhine (IRE),2,C,,N,,,,N,16,0,999,0,unexposed,Unknown,0,0,,0,45,76,66/1,9,70,70,70,70,0,1,0,0,0,0,0,0,SAME,0,1,0,DOWN,0,0,0,0,Andrew Hughes,0,0,0,6,55,10.91,2,6,33.33,3,8,37.5,3,14,21.43,5,19,26.32,Rowan Scott,1,38,2.63,35,416,8.41,3,19,15.79,5,32,15.62,7,75,21.43,Thistle Bloodstock Limited,0,2,0,10,164,6.1,2,6,33.33,3,8,37.5,3,14,21.43,War Command (USA),0,9,0,42,463,9.07,0,19,0,1,45,2.22,7,101,6.93,3,0,2,3,2,3,3,8,,N,N,,,Runner,,empty,neutral,N,N
2019-10-01,AYR,2:50,FLT,MAIDEN,MdnFlt,10,8,Soft,6,6,7,,Perfect Empire,2,C,,N,,,,N,0,0,999,0,a debutant,Unknown,0,0,,0,0,0,13/1,7,14,13.5,15,14.06,0,0,0,0,0,0,0,0,SAME,0,0,0,SAME,0,0,0,0,Mark Johnston,9,66,13.64,359,2071,17.33,16,74,21.62,25,152,16.45,55,345,15.94,0,7,0,Ben Curtis,15,82,18.29,152,1092,13.92,8,46,17.39,13,92,14.13,27,209,12.5,Newsells Park Stud,0,1,0,1,25,4,0,2,0,0,3,0,1,8,12.5,Holy Roman Emperor (IRE),2,16,12.5,170,1838,9.25,3,40,7.5,4,81,4.94,8,150,5.33,0,0,3,3,2,3,2,7,,N,N,,,Runner,,empty,empty,H,N
2019-10-01,AYR,2:50,FLT,MAIDEN,MdnFlt,10,8,Soft,6,7,4,8,The Tripple T (IRE),2,C,,N,,,,N,8,0,999,0,unexposed,Unknown,0,0,,0,39,78,50/1,8,65,55,55,55,0,1,0,0,0,0,1,0,UP,0,0,0,DOWN,0,0,0,0,Andrew Hughes,0,0,0,6,55,10.91,2,6,33.33,3,8,37.5,3,14,21.43,0,1,0,Paul Mulrennan,6,43,13.95,67,709,9.45,4,46,8.7,6,75,8,12,163,21.43,Thistle Bloodstock Limited,0,2,0,10,164,6.1,2,6,33.33,3,8,37.5,3,14,21.43,War Command (USA),0,9,0,42,463,9.07,0,19,0,1,45,2.22,7,101,6.93,3,0,2,3,2,3,3,8,,N,N,,,Runner,,empty,negative,N,N
2019-10-01,AYR,2:50,FLT,MAIDEN,MdnFlt,10,8,Soft,6,8,9,089,Klara Spirit (IRE),2,F,,N,,,,N,8,0,999,0,unexposed,Unknown,0,0,,0,18,64,150/1,10,370,370,370,370,0,3,0,0,0,0,2,0,UP,0,0,0,DOWN,0,0,0,0,R Mike Smith,15,163,9.2,19,205,9.27,0,18,0,0,31,0,1,50,2,0,5,0,Kieran Schofield,1,13,7.69,9,114,7.89,0,9,0,0,9,0,0,9,0,Peter Tsim,0,6,0,2,19,10.53,0,4,0,0,8,0,0,11,0,Sir Prancealot (IRE),0,4,0,120,1035,11.59,3,28,10.71,5,61,8.2,10,130,7.69,3,3,2,3,2,3,3,8,,N,N,,,Runner,,empty,negative,C,N
2019-10-01,AYR,2:50,FLT,MAIDEN,MdnFlt,10,8,Soft,6,9,1,3,Let Her Loose (IRE),2,F,,N,,,,N,23,0,999,0,unexposed,Unknown,0,0,,0,77,89,9/2,3,5.5,5.4,5.6,5.49,0,1,0,0,0,0,0,0,UP,0,0,0,DOWN,0,0,0,1539,Richard Fahey,15,159,9.43,304,2575,11.81,8,103,7.77,22,198,11.11,54,431,12.53,25,278,8.99,Sean Davis,3,19,15.79,53,761,6.96,4,44,9.09,7,94,7.45,17,181,0,The Up For Anything Syndicate,0,3,0,0,13,0,0,0,0,0,1,0,0,1,0,Mukhadram (GB),0,1,0,44,337,13.06,3,18,16.67,6,31,19.35,12,83,14.46,1,0,1,2,2,2,2,2,,N,N,,,Runner,,empty,neutral,N,N
2019-10-01,AYR,2:50,FLT,MAIDEN,MdnFlt,10,8,Soft,6,10,8,533,Single (IRE),2,F,,N,,,,(BF),8,0,999,0,unexposed,Unknown,0,0,,0,66,95,5/1,4,6,6,6,6,0,3,0,0,0,0,1,0,SAME,0,2,0,DOWN,0,0,0,712,Mick Channon,1,14,7.14,137,1084,12.64,7,44,15.91,8,87,9.2,20,189,10.58,0,3,0,Tom Eaves,0,70,0,59,814,7.25,3,35,8.57,5,57,8.77,16,128,13.16,M Channon,0,3,0,25,170,14.71,1,7,14.29,1,12,8.33,5,38,13.16,Nathaniel (IRE),0,9,0,173,1308,13.23,4,37,10.81,9,80,11.25,26,178,14.61,2,1,1,2,2,2,2,3,,N,N,,,Runner,,empty,neutral,N,N
2019-10-01,AYR,3:20,FLT,HANDICAP,HCapFlt,13,7,Soft,6,1,1,655338,Cameo Star (IRE),4,G,p,N,,,,N,14,475,16,22,exposed,Unknown,62,63,68,68,72,98,17/2,4,9.4,9,9.4,9.08,2,25,0,1,0,0,6,0,SAME,0,5,0,SAME,0,2,0,16931,Richard Fahey,15,159,9.43,304,2575,11.81,8,103,7.77,22,198,11.11,54,431,12.53,25,278,8.99,Sean Davis,3,19,15.79,53,761,6.96,4,44,9.09,7,94,7.45,17,181,0,Let's Go Racing 2,0,1,0,1,18,5.56,0,1,0,0,1,0,0,3,0,Camacho (GB),1,31,3.23,141,1673,8.43,2,58,3.45,5,120,4.17,16,259,6.18,2,1,1,2,1,3,2,4,,N,N,,,Runner,,positive,positive,N,N
2019-10-01,AYR,3:20,FLT,HANDICAP,HCapFlt,13,7,Soft,6,2,7,4-844,Bea Ryan (IRE),4,F,,N,,,,N,56,0,999,1,unexposed,Unknown,60,62,,0,58,94,5/1,1,6,5.9,5.9,5.9,0,4,0,0,0,0,2,0,SAME,0,3,0,DOWN,0,0,0,1067,Declan Carroll,3,19,15.79,48,384,12.5,0,11,0,0,27,0,2,59,3.39,6,47,12.77,David Nolan,7,49,14.29,68,572,11.89,0,19,0,0,33,0,8,83,0,Steve Ryan,0,2,0,2,36,5.56,0,0,0,0,0,0,0,5,0,Dream Ahead (USA),0,23,0,115,1204,9.55,0,27,0,10,74,13.51,24,154,15.58,1,2,2,2,2,2,2,5,,N,N,,,Runner,,neutral,neutral,C,C
2019-10-01,AYR,3:20,FLT,HANDICAP,HCapFlt,13,7,Soft,6,3,11,925606,Khazix (IRE),4,G,,N,,,,N,24,0,999,11,in form,Unknown,59,60,,0,61,96,10/1,7,11,11,11,11,0,14,0,0,0,0,0,0,UP,0,2,0,SAME,0,5,0,4434,J F Levins,4,13,30.77,10,123,8.13,0,3,0,0,8,0,0,19,0,2,23,8.7,Sean Kirrane,0,2,0,13,106,12.26,1,13,7.69,1,23,4.35,6,49,0,Jason McGannon,0,0,0,1,3,33.33,0,0,0,0,1,0,0,1,0,Al Kazeem (GB),0,2,0,15,136,11.03,1,2,50,1,7,14.29,1,11,9.09,1,3,1,1,2,3,2,2,,N,N,,,Runner,,neutral,neutral,C,N
2019-10-01,AYR,3:20,FLT,HANDICAP,HCapFlt,13,7,Soft,6,4,13,596490,Evolutionary (IRE),3,F,,N,,,,N,11,0,999,6,unexposed,Unknown,61,64,,0,69,101,22/1,10,23,23,23,23,0,9,0,1,0,0,3,0,DOWN,0,5,0,DOWN,0,0,0,944,Iain Jardine,16,143,11.19,50,615,8.13,2,26,7.69,6,48,12.5,15,105,14.29,2,28,7.14,Paul Mulrennan,6,43,13.95,67,709,9.45,4,46,8.7,6,75,8,12,163,0,Bruce & Susan Jones,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Morpheus (GB),0,9,0,22,369,5.96,1,21,4.76,1,36,2.78,2,72,2.78,3,3,2,3,2,3,3,11,,N,N,,,Runner,,positive,positive,N,N
2019-10-01,AYR,3:20,FLT,HANDICAP,HCapFlt,13,7,Soft,6,5,2,750110,Chaplin Bay (IRE),7,G,,N,,CD,,N,11,43,1,59,in form,Unknown,57,53,74,53,60,102,9/1,5,9.8,9.6,10.5,10.31,6,62,1,7,14.29,1,17,5.88,SAME,5,39,12.82,SAME,2,14,14.29,32476,Ruth Carr,7,63,11.11,53,777,6.82,0,26,0,0,41,0,6,111,5.41,31,592,5.24,James Sullivan,8,104,7.69,78,947,8.24,3,40,7.5,7,66,10.61,14,145,0,"Miss B Houlston,Mrs M Chapman,Mrs R Carr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fastnet Rock (AUS),1,9,11.11,129,1281,10.07,2,22,9.09,3,40,7.5,6,63,9.52,3,1,2,1,1,3,2,6,,N,N,,,Runner,,neutral,neutral,C,N
2019-10-01,AYR,3:20,FLT,HANDICAP,HCapFlt,13,7,Soft,6,6,12,000-269,Rince Deireanach (IRE),4,F,,N,,,,N,107,467,10,15,in form,Rear,55,58,63,63,66,1,8/1,3,9,7,8.8,7.84,2,20,0,1,0,0,2,0,DOWN,0,2,0,SAME,2,11,18.18,19119,J J Lambe,0,3,0,2,62,3.23,0,4,0,1,11,9.09,1,28,3.57,1,25,4,Gavin Ryan,0,0,0,21,262,8.02,0,8,0,2,28,7.14,6,66,0,R P Behan,0,0,0,0,12,0,0,0,0,0,1,0,0,2,0,Teofilo (IRE),3,23,13.04,228,1987,11.47,4,45,8.89,9,95,9.47,17,178,9.55,3,1,2,2,1,2,2,3,,N,N,,,Runner,,positive,neutral,N,N
2019-10-01,AYR,3:20,FLT,HANDICAP,HCapFlt,13,7,Soft,6,7,8,131302,Retirement Beckons,4,G,h,N,,C,,N,8,52,3,15,in form,Unknown,52,52,50,50,56,105,13/2,2,7.6,7.2,7.8,7.65,2,18,1,10,10,0,4,0,DOWN,0,7,0,SAME,2,15,13.33,10909,Linda Perratt,3,105,2.86,12,224,5.36,1,8,12.5,1,15,6.67,2,37,5.41,7,53,13.21,Ben Robinson,4,43,9.3,47,465,10.11,3,26,11.54,4,48,8.33,7,81,11.11,Nil Sine Labore Partnership,2,27,7.41,5,50,10,0,1,0,0,2,0,1,9,11.11,Epaulette (AUS),4,30,13.33,78,934,8.35,2,25,8,5,65,7.69,11,144,7.64,1,3,1,1,1,1,2,1,,N,Y,,,Runner,,positive,neutral,N,N
2019-10-01,AYR,3:20,FLT,HANDICAP,HCapFlt,13,7,Soft,6,8,4,9040-93,Sienna Dream,4,F,h,Y,,,G,N,52,0,999,7,unexposed,Unknown,48,49,,0,50,100,9/1,6,10.5,10,11.5,10.92,0,10,0,3,0,0,5,0,SAME,0,2,0,DOWN,0,4,0,1468,Alistair Whillans,2,50,4,12,221,5.43,2,20,10,3,35,8.57,7,69,10.14,0,13,0,Andrew Breslin,6,40,15,20,248,8.06,0,8,0,0,18,0,1,44,0,A C Whillans,0,5,0,0,23,0,0,3,0,0,4,0,0,9,0,Swiss Spirit (GB),0,11,0,76,959,7.92,4,28,14.29,5,52,9.62,11,125,8.8,1,3,2,2,2,2,2,6,,N,N,,,Runner,,neutral,negative,N,C
2019-10-01,AYR,3:20,FLT,HANDICAP,HCapFlt,13,7,Soft,6,9,5,0/6797,One Last Hug,4,G,,N,,,,N,11,0,999,1,unexposed,Rear,46,0,,0,52,0,23/1,11,24,23,25,23.14,0,5,0,0,0,0,1,0,UP,0,2,0,DOWN,0,0,0,0,Jim Goldie,17,246,6.91,41,555,7.39,4,38,10.53,4,55,7.27,9,106,8.49,2,40,5,Paddy Mathers,5,51,9.8,30,491,6.11,1,28,3.57,2,46,4.35,5,102,0,James Callow & The Reluctant Suitors,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,Orientor (GB),1,36,2.78,19,227,8.37,2,12,16.67,2,20,10,2,36,5.56,2,3,1,3,2,3,3,10,,N,N,,,Runner,,negative,negative,N,N
2019-10-01,AYR,3:20,FLT,HANDICAP,HCapFlt,13,7,Soft,6,10,9,042559,Let Right Be Done,7,G,hb,N,,CD,,N,2,722,28,70,a sleeper,Unknown,45,51,58,45,48,95,33/1,12,34,34,34,34,4,77,1,30,3.33,3,16,18.75,DOWN,2,32,6.25,DOWN,3,47,6.38,17459,Linda Perratt,3,105,2.86,12,224,5.36,1,8,12.5,1,15,6.67,2,37,5.41,1,24,4.17,Andrew Mullen,1,48,2.08,61,885,6.89,2,35,5.71,2,57,3.51,4,128,0,Linda Perratt Racing Club,0,4,0,0,8,0,0,1,0,0,1,0,0,2,0,Lawman (FR),6,43,13.95,140,1642,8.53,2,32,6.25,2,73,2.74,10,168,5.95,3,2,2,3,3,3,3,12,,N,N,,,Runner,,positive,negative,N,N
2019-10-01,AYR,3:20,FLT,HANDICAP,HCapFlt,13,7,Soft,6,11,6,700565,Stoneyford Lane (IRE),5,G,b,N,,,,N,16,788,17,25,exposed,Unknown,45,46,77,77,53,97,13/1,8,14.5,14.5,15,14.77,3,28,0,0,0,2,12,16.67,SAME,0,7,0,SAME,0,4,0,22985,Steph Hollinshead,0,1,0,4,158,2.53,0,4,0,0,10,0,0,25,0,0,0,0,Jamie Gormley,14,94,14.89,60,633,9.48,3,21,14.29,3,34,8.82,8,86,0,Ocean Four,0,0,0,0,9,0,0,0,0,0,2,0,0,4,0,Bushranger (IRE),2,26,7.69,51,809,6.3,1,11,9.09,1,19,5.26,2,46,4.35,2,2,1,2,3,3,2,8,,N,N,,,Runner,,positive,neutral,C,N
2019-10-01,AYR,3:20,FLT,HANDICAP,HCapFlt,13,7,Soft,6,12,3,6734P9,Leeshaan (IRE),4,G,,N,,D,,N,17,838,20,18,a sleeper,Unknown,45,46,,0,53,103,13/1,8,14.5,14,14,14,1,23,0,3,0,0,7,0,SAME,1,7,14.29,SAME,0,10,0,8004,Rebecca Bastiman,6,63,9.52,38,484,7.85,1,16,6.25,1,23,4.35,2,66,3.03,3,87,3.45,Phil Dennis,2,69,2.9,32,576,5.56,1,36,2.78,2,54,3.7,8,124,0,Let's Be Lucky Racing 18 And Partner,0,3,0,0,12,0,0,0,0,0,1,0,0,2,0,Bated Breath (GB),1,25,4,193,1507,12.81,3,43,6.98,12,95,12.63,25,208,12.02,3,3,2,2,2,3,2,9,,N,N,,,Runner,,positive,neutral,N,N
2019-10-01,AYR,3:20,FLT,HANDICAP,HCapFlt,13,7,Soft,6,13,10,69-9800,Laoise (USA),3,F,,N,,,,N,2,0,999,6,unexposed,Midfield,45,45,,0,40,80,50/1,13,65,55,55,55,0,10,0,1,0,0,3,0,UP,0,2,0,SAME,0,6,0,1243,Linda Perratt,3,105,2.86,12,224,5.36,1,8,12.5,1,15,6.67,2,37,5.41,0,8,0,Nathan Evans,2,42,4.76,45,637,7.06,2,27,7.41,3,48,6.25,10,97,0,Miss L A Perratt,0,3,0,1,27,3.7,0,2,0,0,4,0,0,5,0,Noble Mission (GB),0,1,0,18,108,16.67,1,7,14.29,2,13,15.38,5,31,16.13,3,3,2,3,2,3,3,12,,N,N,,,Runner,,negative,negative,N,N
2019-10-01,AYR,3:50,FLT,HANDICAP,HCapFlt,13,7,Soft,6,1,11,550570,Explain,7,G,v,N,,CD,,N,56,364,10,54,a sleeper,Unknown,61,63,86,72,74,102,14/1,7,15,13,15,14.17,7,58,2,6,33.33,3,16,18.75,SAME,3,28,10.71,DOWN,0,0,0,61805,Ruth Carr,7,63,11.11,53,777,6.82,0,26,0,0,41,0,6,111,5.41,4,36,11.11,Tom Eaves,0,70,0,59,814,7.25,3,35,8.57,5,57,8.77,16,128,0,The Beer Stalkers & Ruth Carr,1,4,25,5,61,8.2,0,1,0,0,3,0,0,9,0,Kyllachy (GB),4,32,12.5,180,1952,9.22,4,46,8.7,8,97,8.25,11,214,5.14,3,3,3,2,2,3,2,8,,N,N,,,Runner,,positive,positive,C,N
2019-10-01,AYR,3:50,FLT,HANDICAP,HCapFlt,13,7,Soft,6,2,2,123361,The Big House (IRE),3,G,,N,,D,,N,10,10,0,16,in form,Unknown,61,58,58,58,65,103,10/3,1,4.2,4,4.1,4.06,2,19,0,0,0,0,4,0,SAME,1,4,25,SAME,2,12,16.67,12543,Adrian Nicholls,0,0,0,14,139,10.07,2,5,40,4,14,28.57,6,37,16.22,10,96,10.42,Andrew Mullen,1,48,2.08,61,885,6.89,2,35,5.71,2,57,3.51,4,128,16.67,Dave Stone,0,3,0,7,57,12.28,1,2,50,1,4,25,2,12,16.67,Coach House (IRE),1,6,16.67,38,517,7.35,2,24,8.33,3,44,6.82,9,105,8.57,1,2,1,1,1,1,2,1,,N,Y,,,Runner,,neutral,positive,N,N
2019-10-01,AYR,3:50,FLT,HANDICAP,HCapFlt,13,7,Soft,6,3,9,134883,Forever A Lady (IRE),6,M,,N,,CD,,N,8,64,5,56,a sleeper,Unknown,58,58,74,59,65,102,5/1,2,6,6,6,6,5,59,3,10,30,3,23,13.04,UP,4,24,16.67,SAME,1,10,10,49676,Keith Dalgleish,22,265,8.3,119,1145,10.39,8,76,10.53,13,115,11.3,35,239,14.64,28,214,13.08,Joe Fanning,14,100,14,161,1056,15.25,7,51,13.73,9,88,10.23,27,181,0,Ken McGarrity,4,29,13.79,7,88,7.95,0,3,0,0,6,0,0,17,0,Dark Angel (IRE),9,79,11.39,364,3384,10.76,5,80,6.25,18,165,10.91,41,398,10.3,2,2,1,2,1,1,2,2,,N,N,,,Runner,,positive,positive,N,N
2019-10-01,AYR,3:50,FLT,HANDICAP,HCapFlt,13,7,Soft,6,4,8,625400,Dark Magic,5,G,,N,,D,,N,3,801,17,17,improving,Unknown,57,57,,0,42,86,10/1,6,11,11,11,11,1,19,0,0,0,1,5,20,DOWN,1,7,14.29,SAME,0,2,0,3881,J F Levins,4,13,30.77,10,123,8.13,0,3,0,0,8,0,0,19,0,2,23,8.7,Sean Kirrane,0,2,0,13,106,12.26,1,13,7.69,1,23,4.35,6,49,0,Spellbound Syndicate,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,Invincible Spirit (IRE),11,59,18.64,319,2518,12.67,7,62,11.29,16,135,11.85,39,306,12.75,2,3,1,2,2,3,2,5,,N,N,,,Runner,,negative,negative,C,N
2019-10-01,AYR,3:50,FLT,HANDICAP,HCapFlt,13,7,Soft,6,5,6,783309,Stamp Of Authority (IRE),7,G,t,N,,D,,N,34,430,13,42,a sleeper,Unknown,56,58,57,57,62,0,17/2,4,9.4,9.4,9.4,9.4,3,49,0,0,0,1,8,12.5,SAME,2,24,8.33,SAME,3,29,10.34,22707,T G McCourt,0,0,0,11,205,5.37,0,12,0,0,29,0,4,58,6.9,2,27,7.41,Karen Kenny,0,0,0,2,33,6.06,0,1,0,0,1,0,0,4,0,Mrs P McCourt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Invincible Spirit (IRE),11,59,18.64,319,2518,12.67,7,62,11.29,16,135,11.85,39,306,12.75,3,3,3,2,2,3,2,7,,N,N,,,Runner,,positive,neutral,C,N
2019-10-01,AYR,3:50,FLT,HANDICAP,HCapFlt,13,7,Soft,6,6,7,222343,Be Bold,7,G,b,N,,D,,N,8,90,7,68,a sleeper,Unknown,52,52,70,49,57,100,9/1,5,10,9.8,10,9.9,6,74,0,8,0,4,19,21.05,DOWN,1,30,3.33,SAME,4,25,16,30689,Rebecca Bastiman,6,63,9.52,38,484,7.85,1,16,6.25,1,23,4.35,2,66,3.03,3,31,9.68,David Allan,7,66,10.61,143,1142,12.52,7,52,13.46,10,86,11.63,22,178,0,N Barber & Partner,0,6,0,2,18,11.11,0,1,0,0,1,0,0,5,0,Assertive (GB),1,13,7.69,25,297,8.42,1,5,20,1,10,10,4,31,12.9,2,2,1,2,1,3,2,4,,N,N,,,Runner,,positive,neutral,N,N
2019-10-01,AYR,3:50,FLT,HANDICAP,HCapFlt,13,7,Soft,6,7,3,366305,God Of Dreams,3,G,h,N,,,,N,11,0,999,8,improving,Unknown,53,56,,0,55,95,8/1,3,9.2,8.4,9.2,8.46,0,11,0,3,0,0,3,0,DOWN,0,3,0,DOWN,0,6,0,3008,Iain Jardine,16,143,11.19,50,615,8.13,2,26,7.69,6,48,12.5,15,105,14.29,2,28,7.14,Paul Mulrennan,6,43,13.95,67,709,9.45,4,46,8.7,6,75,8,12,163,0,The Back Up Plan Racing Partnership,0,3,0,0,11,0,0,1,0,0,2,0,0,3,0,Morpheus (GB),0,9,0,22,369,5.96,1,21,4.76,1,36,2.78,2,72,2.78,2,3,1,2,3,2,2,3,,N,N,,,Runner,,positive,neutral,N,N
2019-10-01,AYR,3:50,FLT,HANDICAP,HCapFlt,13,7,Soft,6,8,10,428230,Cardaw Lily (IRE),4,F,,N,,,,N,6,0,999,23,in form,Unknown,47,47,,0,55,103,14/1,7,15,14,15,14.25,0,28,0,2,0,0,6,0,UP,0,2,0,SAME,0,13,0,5900,Ruth Carr,7,63,11.11,53,777,6.82,0,26,0,0,41,0,6,111,5.41,31,592,5.24,James Sullivan,8,104,7.69,78,947,8.24,3,40,7.5,7,66,10.61,14,145,21.05,British Racing Club,0,3,0,2,43,4.65,0,3,0,1,6,16.67,4,19,21.05,Lawman (FR),6,43,13.95,140,1642,8.53,2,32,6.25,2,73,2.74,10,168,5.95,3,1,2,1,1,3,2,6,,N,N,,,Runner,,positive,neutral,C,N
